,Date,Sunspots,Groups,Wolf
2679,1882-04-23,1,1,11
2680,1882-04-24,4,1,14
2681,1882-04-26,1,1,11
2682,1882-04-29,8,1,18
2683,1882-04-30,1,1,11
2684,1882-05-02,1,1,11
2685,1882-05-03,4,1,14
2686,1882-05-04,1,1,11
2687,1882-05-05,2,1,12
2688,1882-05-07,1,1,11
2689,1882-05-09,6,1,16
2690,1882-05-10,5,2,25
2691,1882-05-13,9,2,29
2692,1882-05-15,1,1,11
2693,1882-05-16,5,1,15
2694,1882-05-17,4,1,14
2695,1882-05-18,8,1,18
2696,1882-05-19,6,1,16
2697,1882-05-21,1,1,11
2698,1882-05-27,2,1,12
2699,1882-05-30,3,1,13
2700,1882-06-02,3,1,13
2701,1882-06-04,1,1,11
2702,1882-06-05,3,1,13
2703,1882-06-08,5,1,15
2704,1882-06-09,1,1,11
2705,1882-06-11,4,1,14
2706,1882-06-14,6,2,26
2707,1882-06-16,3,1,13
2708,1882-06-19,10,1,20
2709,1882-06-22,5,1,15
2710,1882-06-25,9,2,29
2711,1882-06-27,3,2,23
2712,1882-06-28,1,1,11
2713,1882-06-29,6,1,16
2714,1882-07-01,9,1,19
2715,1882-07-03,5,1,15
2716,1882-07-04,5,1,15
2717,1882-07-05,1,1,11
2718,1882-07-10,4,1,14
2719,1882-07-11,1,1,11
2720,1882-07-14,1,1,11
2721,1882-07-16,2,1,12
2722,1882-07-20,6,3,36
2723,1882-07-22,11,3,41
2724,1882-07-24,1,1,11
2725,1882-07-26,4,1,14
2726,1882-07-28,6,2,26
2727,1882-07-30,1,1,11
2728,1882-08-01,7,1,17
2729,1882-08-03,1,1,11
2730,1882-08-06,1,1,11
2731,1882-08-09,1,1,11
2732,1882-08-10,3,2,23
2733,1882-08-12,1,1,11
2734,1882-08-14,3,1,13
2735,1882-08-15,1,1,11
2736,1882-08-18,7,1,17
2737,1882-08-19,3,1,13
2738,1882-08-21,1,1,11
2739,1882-08-22,5,1,15
2740,1882-08-23,6,1,16
2741,1882-08-24,1,1,11
2742,1882-08-27,3,1,13
2743,1882-08-28,6,2,26
2744,1882-08-29,4,1,14
2745,1882-08-30,5,1,15
2746,1882-09-02,7,3,37
2747,1882-09-04,1,1,11
2748,1882-09-05,2,1,12
2749,1882-09-06,1,1,11
2750,1882-09-07,6,1,16
2751,1882-09-09,2,1,12
2752,1882-09-10,2,1,12
2753,1882-09-11,1,1,11
2754,1882-09-15,2,1,12
2755,1882-09-18,3,1,13
2756,1882-09-19,7,1,17
2757,1882-09-22,4,1,14
2758,1882-09-26,1,1,11
2759,1882-09-29,3,1,13
2760,1882-09-30,2,2,22
2761,1882-10-01,8,2,28
2762,1882-10-02,1,1,11
2763,1882-10-03,3,1,13
2764,1882-10-05,4,1,14
2765,1882-10-07,3,2,23
2766,1882-10-09,4,2,24
2767,1882-10-10,1,1,11
2768,1882-10-14,2,1,12
2769,1882-10-16,4,2,24
2770,1882-10-18,9,1,19
2771,1882-10-19,6,1,16
2772,1882-10-21,6,2,26
2773,1882-10-22,5,1,15
2774,1882-10-23,2,1,12
2775,1882-10-26,1,1,11
2776,1882-10-28,7,1,17
2777,1882-10-31,12,2,32
2778,1882-11-01,4,1,14
2779,1882-11-02,2,1,12
2780,1882-11-03,7,1,17
2781,1882-11-10,8,2,28
2782,1882-11-11,2,1,12
2783,1882-11-12,2,1,12
2784,1882-11-13,2,1,12
2785,1882-11-14,1,1,11
2786,1882-11-16,1,1,11
2787,1882-11-18,4,1,14
2788,1882-11-21,5,2,25
2789,1882-11-23,1,1,11
2790,1882-11-25,2,1,12
2791,1882-11-26,6,1,16
2792,1882-11-27,7,2,27
2793,1882-11-29,18,2,38
2794,1882-11-30,2,1,12
2795,1882-12-05,7,1,17
2796,1882-12-07,1,1,11
2797,1882-12-08,2,1,12
2798,1882-12-09,1,1,11
2799,1882-12-11,3,2,23
2800,1882-12-12,3,1,13
2801,1882-12-16,11,1,21
2802,1882-12-19,2,1,12
2803,1882-12-24,3,1,13
2804,1882-12-25,2,1,12
2805,1882-12-26,1,1,11
2806,1882-12-27,5,1,15
2807,1882-12-30,2,1,12
2808,1883-01-01,6,2,26
2809,1883-01-04,6,1,16
2810,1883-01-05,1,1,11
2811,1883-01-06,7,2,27
2812,1883-01-09,2,1,12
2813,1883-01-14,1,1,11
2814,1883-01-15,7,2,27
2815,1883-01-17,1,1,11
2816,1883-01-18,4,1,14
2817,1883-01-21,9,2,29
2818,1883-01-22,2,1,12
2819,1883-01-23,2,1,12
2820,1883-01-24,1,1,11
2821,1883-01-27,2,2,22
2822,1883-01-28,1,1,11
2823,1883-01-29,4,1,14
2824,1883-01-30,1,1,11
2825,1883-02-01,1,1,11
2826,1883-02-02,1,1,11
2827,1883-02-03,3,1,13
2828,1883-02-04,5,1,15
2829,1883-02-06,1,1,11
2830,1883-02-10,8,2,28
2831,1883-02-11,2,1,12
2832,1883-02-12,1,1,11
2833,1883-02-13,2,1,12
2834,1883-02-14,2,1,12
2835,1883-02-16,7,1,17
2836,1883-02-18,2,1,12
2837,1883-02-21,1,1,11
2838,1883-02-26,6,1,16
2839,1883-03-02,2,2,22
2840,1883-03-09,2,1,12
2841,1883-03-10,2,1,12
2842,1883-03-11,4,1,14
2843,1883-03-12,5,1,15
2844,1883-03-13,3,1,13
2845,1883-03-14,1,1,11
2846,1883-03-15,1,1,11
2847,1883-03-17,1,1,11
2848,1883-03-19,2,1,12
2849,1883-03-22,10,2,30
2850,1883-03-23,3,1,13
2851,1883-03-25,5,1,15
2852,1883-03-30,1,1,11
2853,1883-03-31,2,1,12
2854,1883-04-01,1,1,11
2855,1883-04-03,6,1,16
2856,1883-04-04,2,2,22
2857,1883-04-05,7,1,17
2858,1883-04-06,6,1,16
2859,1883-04-10,3,1,13
2860,1883-04-11,2,1,12
2861,1883-04-14,10,1,20
2862,1883-04-17,11,2,31
2863,1883-04-18,5,2,25
2864,1883-04-19,1,1,11
2865,1883-04-20,2,1,12
2866,1883-04-21,2,2,22
2867,1883-04-24,3,2,23
2868,1883-04-26,2,2,22
2869,1883-04-27,1,1,11
2870,1883-04-28,3,1,13
2871,1883-04-29,1,1,11
2872,1883-04-30,3,1,13
2873,1883-05-01,1,1,11
2874,1883-05-02,5,2,25
2875,1883-05-03,1,1,11
2876,1883-05-06,1,1,11
2877,1883-05-07,4,1,14
2878,1883-05-08,5,1,15
2879,1883-05-10,4,1,14
2880,1883-05-13,8,3,38
2881,1883-05-14,1,1,11
2882,1883-05-15,3,2,23
2883,1883-05-16,2,1,12
2884,1883-05-20,6,2,26
2885,1883-05-21,3,1,13
2886,1883-05-29,2,1,12
2887,1883-05-30,4,1,14
2888,1883-05-31,4,1,14
2889,1883-06-01,8,1,18
2890,1883-06-02,1,1,11
2891,1883-06-03,2,1,12
2892,1883-06-04,1,1,11
2893,1883-06-05,15,2,35
2894,1883-06-07,13,2,33
2895,1883-06-09,2,1,12
2896,1883-06-11,1,1,11
2897,1883-06-14,2,1,12
2898,1883-06-16,4,1,14
2899,1883-06-18,13,2,33
2900,1883-06-21,11,2,31
2901,1883-06-23,3,1,13
2902,1883-06-24,2,1,12
2903,1883-06-25,1,1,11
2904,1883-06-28,20,2,40
2905,1883-06-30,2,1,12
2906,1883-07-01,3,1,13
2907,1883-07-09,4,1,14
2908,1883-07-13,8,1,18
2909,1883-07-14,4,1,14
2910,1883-07-15,4,1,14
2911,1883-07-16,7,2,27
2912,1883-07-17,5,1,15
2913,1883-07-18,8,1,18
2914,1883-07-19,4,1,14
2915,1883-07-20,1,1,11
2916,1883-07-21,4,1,14
2917,1883-07-23,4,1,14
2918,1883-07-24,4,1,14
2919,1883-07-25,9,1,19
2920,1883-07-26,6,2,26
2921,1883-07-28,1,1,11
2922,1883-07-29,2,1,12
2923,1883-07-31,3,1,13
2924,1883-08-01,3,1,13
2925,1883-08-04,1,1,11
2926,1883-08-08,3,1,13
2927,1883-08-10,2,1,12
2928,1883-08-11,2,1,12
2929,1883-08-13,8,2,28
2930,1883-08-14,4,2,24
2931,1883-08-16,2,1,12
2932,1883-08-20,2,2,22
2933,1883-08-21,1,1,11
2934,1883-08-22,6,3,36
2935,1883-08-23,6,2,26
2936,1883-08-24,2,1,12
2937,1883-08-26,11,2,31
2938,1883-08-29,7,1,17
2939,1883-08-31,13,2,33
2940,1883-09-02,1,1,11
2941,1883-09-03,3,1,13
2942,1883-09-05,5,1,15
2943,1883-09-07,11,2,31
2944,1883-09-10,4,1,14
2945,1883-09-13,1,1,11
2946,1883-09-14,8,2,28
2947,1883-09-16,4,1,14
2948,1883-09-18,1,1,11
2949,1883-09-22,1,1,11
2950,1883-09-24,6,1,16
2951,1883-09-26,1,1,11
2952,1883-09-27,2,1,12
2953,1883-09-28,2,1,12
2954,1883-09-29,3,1,13
2955,1883-09-30,2,2,22
2956,1883-10-02,3,1,13
2957,1883-10-04,1,1,11
2958,1883-10-05,4,1,14
2959,1883-10-07,2,1,12
2960,1883-10-08,8,3,38
2961,1883-10-10,3,1,13
2962,1883-10-11,7,2,27
2963,1883-10-12,12,2,32
2964,1883-10-15,1,1,11
2965,1883-10-16,5,1,15
2966,1883-10-18,8,1,18
2967,1883-10-19,5,1,15
2968,1883-10-21,2,1,12
2969,1883-10-23,4,1,14
2970,1883-10-25,1,1,11
2971,1883-10-27,1,1,11
2972,1883-10-29,5,2,25
2973,1883-10-30,2,1,12
2974,1883-10-31,8,2,28
2975,1883-11-01,4,1,14
2976,1883-11-02,2,1,12
2977,1883-11-03,3,1,13
2978,1883-11-05,3,2,23
2979,1883-11-07,10,2,30
2980,1883-11-08,1,1,11
2981,1883-11-09,8,1,18
2982,1883-11-12,6,2,26
2983,1883-11-13,7,2,27
2984,1883-11-14,7,1,17
2985,1883-11-15,3,1,13
2986,1883-11-17,4,1,14
2987,1883-11-19,9,2,29
2988,1883-11-21,3,1,13
2989,1883-11-23,2,1,12
2990,1883-11-25,1,1,11
2991,1883-11-26,5,2,25
2992,1883-11-27,2,1,12
2993,1883-11-29,8,2,28
2994,1883-11-30,1,1,11
2995,1883-12-01,1,1,11
2996,1883-12-05,2,1,12
2997,1883-12-06,2,2,22
2998,1883-12-08,1,1,11
2999,1883-12-10,2,1,12
3000,1883-12-11,3,1,13
3001,1883-12-12,7,2,27
3002,1883-12-14,13,3,43
3003,1883-12-15,7,2,27
3004,1883-12-16,3,1,13
3005,1883-12-17,1,1,11
3006,1883-12-20,3,1,13
3007,1883-12-21,3,1,13
3008,1883-12-24,4,1,14
3009,1883-12-25,1,1,11
3010,1883-12-26,4,3,34
3011,1883-12-27,1,1,11
3012,1883-12-28,7,3,37
3013,1883-12-29,1,1,11
3014,1883-12-30,5,2,25
3015,1883-12-31,2,1,12
3016,1884-01-01,4,1,14
3017,1884-01-02,1,1,11
3018,1884-01-03,4,1,14
3019,1884-01-05,3,1,13
3020,1884-01-07,3,1,13
3021,1884-01-08,10,3,40
3022,1884-01-09,5,1,15
3023,1884-01-10,1,1,11
3024,1884-01-12,12,3,42
3025,1884-01-14,4,1,14
3026,1884-01-15,1,1,11
3027,1884-01-16,3,1,13
3028,1884-01-19,5,1,15
3029,1884-01-21,1,1,11
3030,1884-01-22,9,3,39
3031,1884-01-26,4,1,14
3032,1884-01-28,12,2,32
3033,1884-01-30,2,1,12
3034,1884-02-01,6,1,16
3035,1884-02-03,1,1,11
3036,1884-02-04,1,1,11
3037,1884-02-05,7,2,27
3038,1884-02-06,3,2,23
3039,1884-02-08,1,1,11
3040,1884-02-09,5,2,25
3041,1884-02-13,5,1,15
3042,1884-02-15,20,4,60
3043,1884-02-17,2,2,22
3044,1884-02-18,3,1,13
3045,1884-02-19,1,1,11
3046,1884-02-20,1,1,11
3047,1884-02-21,4,1,14
3048,1884-02-22,2,1,12
3049,1884-02-25,3,1,13
3050,1884-02-26,1,1,11
3051,1884-02-28,5,1,15
3052,1884-02-29,2,1,12
3053,1884-03-01,4,1,14
3054,1884-03-02,1,1,11
3055,1884-03-03,2,1,12
3056,1884-03-04,1,1,11
3057,1884-03-05,2,1,12
3058,1884-03-07,2,1,12
3059,1884-03-08,1,1,11
3060,1884-03-09,10,1,20
3061,1884-03-11,4,2,24
3062,1884-03-12,2,2,22
3063,1884-03-13,3,1,13
3064,1884-03-14,7,2,27
3065,1884-03-17,8,3,38
3066,1884-03-18,1,1,11
3067,1884-03-19,5,2,25
3068,1884-03-20,2,1,12
3069,1884-03-21,1,1,11
3070,1884-03-22,1,1,11
3071,1884-03-23,5,3,35
3072,1884-03-27,1,1,11
3073,1884-03-29,6,2,26
3074,1884-03-31,11,1,21
3075,1884-04-01,1,1,11
3076,1884-04-04,7,2,27
3077,1884-04-05,1,1,11
3078,1884-04-07,3,1,13
3079,1884-04-08,6,2,26
3080,1884-04-09,5,2,25
3081,1884-04-10,2,2,22
3082,1884-04-11,1,1,11
3083,1884-04-13,2,1,12
3084,1884-04-14,5,1,15
3085,1884-04-15,1,1,11
3086,1884-04-17,1,1,11
3087,1884-04-18,4,2,24
3088,1884-04-19,1,1,11
3089,1884-04-20,2,1,12
3090,1884-04-23,3,1,13
3091,1884-04-24,1,1,11
3092,1884-04-25,6,2,26
3093,1884-04-27,12,1,22
3094,1884-05-01,11,1,21
3095,1884-05-04,2,2,22
3096,1884-05-06,2,1,12
3097,1884-05-07,5,3,35
3098,1884-05-09,9,1,19
3099,1884-05-10,4,2,24
3100,1884-05-11,2,2,22
3101,1884-05-12,3,1,13
3102,1884-05-13,7,2,27
3103,1884-05-14,1,1,11
3104,1884-05-16,2,1,12
3105,1884-05-17,1,1,11
3106,1884-05-20,1,1,11
3107,1884-05-21,1,1,11
3108,1884-05-22,5,1,15
3109,1884-05-24,1,1,11
3110,1884-05-28,13,3,43
3111,1884-05-29,2,1,12
3112,1884-06-03,1,1,11
3113,1884-06-04,1,1,11
3114,1884-06-05,2,1,12
3115,1884-06-06,2,1,12
3116,1884-06-07,4,1,14
3117,1884-06-09,1,1,11
3118,1884-06-11,1,1,11
3119,1884-06-12,3,1,13
3120,1884-06-14,2,1,12
3121,1884-06-15,1,1,11
3122,1884-06-16,4,2,24
3123,1884-06-17,1,1,11
3124,1884-06-18,1,1,11
3125,1884-06-20,4,1,14
3126,1884-06-22,5,1,15
3127,1884-06-24,2,2,22
3128,1884-06-28,4,1,14
3129,1884-06-29,2,1,12
3130,1884-07-02,9,3,39
3131,1884-07-03,8,1,18
3132,1884-07-05,3,1,13
3133,1884-07-06,4,1,14
3134,1884-07-07,1,1,11
3135,1884-07-09,6,2,26
3136,1884-07-13,7,1,17
3137,1884-07-14,6,1,16
3138,1884-07-16,1,1,11
3139,1884-07-22,1,1,11
3140,1884-07-23,5,1,15
3141,1884-07-24,2,1,12
3142,1884-07-26,1,1,11
3143,1884-07-27,2,1,12
3144,1884-07-28,7,2,27
3145,1884-07-29,4,2,24
3146,1884-07-30,13,2,33
3147,1884-07-31,9,2,29
3148,1884-08-01,5,2,25
3149,1884-08-04,3,1,13
3150,1884-08-09,7,2,27
3151,1884-08-10,1,1,11
3152,1884-08-11,1,1,11
3153,1884-08-12,6,1,16
3154,1884-08-14,8,2,28
3155,1884-08-19,2,1,12
3156,1884-08-20,1,1,11
3157,1884-08-21,2,1,12
3158,1884-08-22,1,1,11
3159,1884-08-23,8,1,18
3160,1884-08-24,3,1,13
3161,1884-08-25,1,1,11
3162,1884-08-26,9,2,29
3163,1884-08-29,2,1,12
3164,1884-08-31,3,3,33
3165,1884-09-03,7,1,17
3166,1884-09-05,7,2,27
3167,1884-09-06,1,1,11
3168,1884-09-08,1,1,11
3169,1884-09-10,3,2,23
3170,1884-09-11,11,2,31
3171,1884-09-12,1,1,11
3172,1884-09-14,2,1,12
3173,1884-09-18,1,1,11
3174,1884-09-19,3,1,13
3175,1884-09-20,9,1,19
3176,1884-09-21,3,1,13
3177,1884-09-22,2,1,12
3178,1884-09-24,6,2,26
3179,1884-09-26,1,1,11
3180,1884-09-30,5,1,15
3181,1884-10-02,6,1,16
3182,1884-10-03,1,1,11
3183,1884-10-04,6,3,36
3184,1884-10-07,3,1,13
3185,1884-10-08,6,1,16
3186,1884-10-10,5,2,25
3187,1884-10-13,6,1,16
3188,1884-10-15,3,2,23
3189,1884-10-17,1,1,11
3190,1884-10-18,2,1,12
3191,1884-10-21,17,1,27
3192,1884-10-24,2,1,12
3193,1884-10-26,4,2,24
3194,1884-10-28,9,2,29
3195,1884-10-29,2,1,12
3196,1884-10-31,2,1,12
3197,1884-11-01,2,1,12
3198,1884-11-02,5,1,15
3199,1884-11-04,2,1,12
3200,1884-11-10,3,1,13
3201,1884-11-11,1,1,11
3202,1884-11-14,3,1,13
3203,1884-11-15,1,1,11
3204,1884-11-16,1,1,11
3205,1884-11-17,1,1,11
3206,1884-11-18,1,1,11
3207,1884-11-21,1,1,11
3208,1884-11-22,2,1,12
3209,1884-11-23,1,1,11
3210,1884-11-27,5,1,15
3211,1884-12-02,5,1,15
3212,1884-12-03,1,1,11
3213,1884-12-04,9,2,29
3214,1884-12-05,4,1,14
3215,1884-12-07,1,1,11
3216,1884-12-10,5,1,15
3217,1884-12-11,1,1,11
3218,1884-12-14,5,1,15
3219,1884-12-17,4,1,14
3220,1884-12-19,2,2,22
3221,1884-12-22,2,2,22
3222,1884-12-23,2,1,12
3223,1884-12-26,3,1,13
3224,1884-12-31,1,1,11
3225,1885-01-02,1,1,11
3226,1885-01-04,3,1,13
3227,1885-01-05,5,1,15
3228,1885-01-06,5,1,15
3229,1885-01-10,1,1,11
3230,1885-01-13,2,1,12
3231,1885-01-18,5,1,15
3232,1885-01-20,1,1,11
3233,1885-01-21,8,2,28
3234,1885-01-22,2,1,12
3235,1885-01-24,1,1,11
3236,1885-01-25,7,1,17
3237,1885-01-26,4,1,14
3238,1885-01-29,1,1,11
3239,1885-02-01,5,1,15
3240,1885-02-03,2,1,12
3241,1885-02-04,1,1,11
3242,1885-02-05,9,2,29
3243,1885-02-06,10,1,20
3244,1885-02-08,4,2,24
3245,1885-02-11,3,1,13
3246,1885-02-12,2,1,12
3247,1885-02-14,4,1,14
3248,1885-02-15,6,2,26
3249,1885-02-16,5,3,35
3250,1885-02-17,8,2,28
3251,1885-02-20,5,1,15
3252,1885-02-21,3,1,13
3253,1885-02-22,1,1,11
3254,1885-02-23,3,1,13
3255,1885-02-24,2,1,12
3256,1885-02-28,1,1,11
3257,1885-03-02,2,1,12
3258,1885-03-03,4,1,14
3259,1885-03-04,15,3,45
3260,1885-03-05,7,1,17
3261,1885-03-09,5,1,15
3262,1885-03-10,5,1,15
3263,1885-03-13,1,1,11
3264,1885-03-16,8,2,28
3265,1885-03-18,1,1,11
3266,1885-03-19,2,1,12
3267,1885-03-24,2,2,22
3268,1885-03-26,1,1,11
3269,1885-03-27,6,1,16
3270,1885-03-31,7,3,37
3271,1885-04-01,2,1,12
3272,1885-04-02,3,1,13
3273,1885-04-06,1,1,11
3274,1885-04-09,10,1,20
3275,1885-04-12,9,1,19
3276,1885-04-14,2,1,12
3277,1885-04-21,5,1,15
3278,1885-04-22,3,1,13
3279,1885-04-25,2,2,22
3280,1885-04-26,2,2,22
3281,1885-04-27,4,2,24
3282,1885-04-28,3,2,23
3283,1885-05-03,8,1,18
3284,1885-05-05,2,1,12
3285,1885-05-06,3,1,13
3286,1885-05-07,5,2,25
3287,1885-05-09,1,1,11
3288,1885-05-10,3,1,13
3289,1885-05-11,2,1,12
3290,1885-05-13,2,1,12
3291,1885-05-16,2,1,12
3292,1885-05-19,3,1,13
3293,1885-05-20,7,2,27
3294,1885-05-21,6,2,26
3295,1885-05-22,3,1,13
3296,1885-05-23,9,3,39
3297,1885-05-24,2,2,22
3298,1885-05-25,5,1,15
3299,1885-05-26,1,1,11
3300,1885-05-29,1,1,11
3301,1885-06-01,5,1,15
3302,1885-06-02,3,2,23
3303,1885-06-03,8,2,28
3304,1885-06-05,1,1,11
3305,1885-06-07,9,1,19
3306,1885-06-10,5,2,25
3307,1885-06-13,3,1,13
3308,1885-06-14,2,1,12
3309,1885-06-16,2,1,12
3310,1885-06-17,3,1,13
3311,1885-06-18,1,1,11
3312,1885-06-19,6,2,26
3313,1885-06-20,3,2,23
3314,1885-06-21,8,1,18
3315,1885-06-24,2,1,12
3316,1885-06-27,6,1,16
3317,1885-06-28,8,2,28
3318,1885-06-29,1,1,11
3319,1885-07-01,1,1,11
3320,1885-07-03,3,1,13
3321,1885-07-04,4,1,14
3322,1885-07-05,10,2,30
3323,1885-07-09,1,1,11
3324,1885-07-10,1,1,11
3325,1885-07-13,1,1,11
3326,1885-07-15,9,2,29
3327,1885-07-16,4,1,14
3328,1885-07-17,3,1,13
3329,1885-07-18,4,1,14
3330,1885-07-20,8,2,28
3331,1885-07-23,1,1,11
3332,1885-07-25,4,1,14
3333,1885-07-27,6,1,16
3334,1885-07-29,4,1,14
3335,1885-07-30,1,1,11
3336,1885-08-01,1,1,11
3337,1885-08-02,2,1,12
3338,1885-08-03,2,1,12
3339,1885-08-04,1,1,11
3340,1885-08-05,3,1,13
3341,1885-08-07,4,1,14
3342,1885-08-10,7,1,17
3343,1885-08-11,6,1,16
3344,1885-08-12,1,1,11
3345,1885-08-14,4,1,14
3346,1885-08-15,1,1,11
3347,1885-08-16,10,2,30
3348,1885-08-19,2,2,22
3349,1885-08-20,4,1,14
3350,1885-08-24,4,1,14
3351,1885-08-28,2,1,12
3352,1885-08-29,1,1,11
3353,1885-08-30,1,1,11
3354,1885-08-31,4,1,14
3355,1885-09-01,1,1,11
3356,1885-09-03,3,1,13
3357,1885-09-04,2,1,12
3358,1885-09-06,2,1,12
3359,1885-09-09,5,1,15
3360,1885-09-14,6,1,16
3361,1885-09-20,5,1,15
3362,1885-09-23,4,2,24
3363,1885-09-26,1,1,11
3364,1885-09-27,1,1,11
3365,1885-09-28,4,2,24
3366,1885-09-30,1,1,11
3367,1885-10-06,4,2,24
3368,1885-10-11,2,1,12
3369,1885-10-15,2,1,12
3370,1885-10-16,3,1,13
3371,1885-10-20,1,1,11
3372,1885-10-22,2,2,22
3373,1885-10-23,7,1,17
3374,1885-10-26,3,1,13
3375,1885-10-27,3,1,13
3376,1885-10-30,2,1,12
3377,1885-11-02,1,1,11
3378,1885-11-03,1,1,11
3379,1885-11-08,8,2,28
3380,1885-11-13,1,1,11
3381,1885-11-14,2,1,12
3382,1885-11-16,1,1,11
3383,1885-11-17,4,1,14
3384,1885-11-18,2,1,12
3385,1885-11-22,6,1,16
3386,1885-11-25,2,1,12
3387,1885-11-28,2,1,12
3388,1885-11-29,1,1,11
3389,1885-12-01,1,1,11
3390,1885-12-05,1,1,11
3391,1885-12-12,3,2,23
3392,1885-12-14,2,1,12
3393,1885-12-16,1,1,11
3394,1885-12-17,2,1,12
3395,1885-12-18,2,1,12
3396,1885-12-25,3,2,23
3397,1885-12-26,1,1,11
3398,1885-12-28,5,2,25
3399,1885-12-29,3,1,13
3400,1886-01-05,1,1,11
3401,1886-01-07,4,2,24
3402,1886-01-08,7,1,17
3403,1886-01-09,2,1,12
3404,1886-01-13,2,1,12
3405,1886-01-14,4,1,14
3406,1886-01-15,1,1,11
3407,1886-01-18,6,1,16
3408,1886-01-23,1,1,11
3409,1886-02-04,7,2,27
3410,1886-02-07,2,1,12
3411,1886-02-08,3,1,13
3412,1886-02-10,8,1,18
3413,1886-02-11,1,1,11
3414,1886-02-16,3,1,13
3415,1886-02-23,1,1,11
3416,1886-02-26,2,1,12
3417,1886-03-01,4,1,14
3418,1886-03-02,5,2,25
3419,1886-03-06,9,2,29
3420,1886-03-09,2,2,22
3421,1886-03-10,6,1,16
3422,1886-03-13,1,1,11
3423,1886-03-15,2,1,12
3424,1886-03-20,3,1,13
3425,1886-03-23,1,1,11
3426,1886-03-24,4,1,14
3427,1886-03-28,4,1,14
3428,1886-03-29,2,1,12
3429,1886-03-30,6,1,16
3430,1886-04-01,1,1,11
3431,1886-04-04,5,1,15
3432,1886-04-05,2,1,12
3433,1886-04-06,3,2,23
3434,1886-04-13,1,1,11
3435,1886-04-15,2,1,12
3436,1886-04-20,1,1,11
3437,1886-04-23,2,1,12
3438,1886-04-24,1,1,11
3439,1886-04-25,2,1,12
3440,1886-04-26,9,2,29
3441,1886-04-30,7,1,17
3442,1886-05-01,2,1,12
3443,1886-05-05,1,1,11
3444,1886-05-08,15,1,25
3445,1886-05-17,2,1,12
3446,1886-05-19,2,1,12
3447,1886-05-24,1,1,11
3448,1886-05-26,1,1,11
3449,1886-05-27,1,1,11
3450,1886-05-29,2,1,12
3451,1886-05-30,1,1,11
3452,1886-06-01,3,2,23
3453,1886-06-03,8,2,28
3454,1886-06-06,9,1,19
3455,1886-06-14,1,1,11
3456,1886-06-19,4,1,14
3457,1886-06-21,1,1,11
3458,1886-06-23,1,1,11
3459,1886-06-25,2,1,12
3460,1886-06-30,4,1,14
3461,1886-07-03,6,2,26
3462,1886-07-04,6,1,16
3463,1886-07-10,2,1,12
3464,1886-07-11,1,1,11
3465,1886-07-12,1,1,11
3466,1886-07-21,7,2,27
3467,1886-07-26,4,2,24
3468,1886-07-28,5,1,15
3469,1886-07-30,1,1,11
3470,1886-07-31,6,1,16
3471,1886-08-06,4,1,14
3472,1886-08-07,1,1,11
3473,1886-08-10,1,1,11
3474,1886-08-12,1,1,11
3475,1886-08-16,2,1,12
3476,1886-08-28,4,1,14
3477,1886-09-03,2,1,12
3478,1886-09-04,4,1,14
3479,1886-09-05,2,1,12
3480,1886-09-07,2,1,12
3481,1886-09-12,3,1,13
3482,1886-09-13,6,2,26
3483,1886-09-15,2,1,12
3484,1886-09-16,5,1,15
3485,1886-09-22,2,1,12
3486,1886-09-24,1,1,11
3487,1886-09-29,2,1,12
3488,1886-10-05,2,1,12
3489,1886-10-09,2,1,12
3490,1886-10-17,3,1,13
3491,1886-10-29,1,1,11
3492,1886-11-19,2,1,12
3493,1886-12-13,1,1,11
3494,1886-12-14,4,1,14
3495,1886-12-27,2,1,12
3496,1886-12-28,15,1,25
3497,1887-01-03,1,1,11
3498,1887-01-17,1,1,11
3499,1887-01-22,2,1,12
3500,1887-01-30,4,1,14
3501,1887-02-06,2,1,12
3502,1887-02-07,1,1,11
3503,1887-02-16,4,1,14
3504,1887-02-24,3,1,13
3505,1887-02-26,2,1,12
3506,1887-03-08,2,1,12
3507,1887-03-22,7,1,17
3508,1887-03-23,1,1,11
3509,1887-03-24,1,1,11
3510,1887-03-26,2,1,12
3511,1887-03-28,1,1,11
3512,1887-03-29,2,1,12
3513,1887-03-31,2,1,12
3514,1887-04-18,1,1,11
3515,1887-04-21,3,1,13
3516,1887-04-22,3,1,13
3517,1887-05-02,2,1,12
3518,1887-05-04,2,1,12
3519,1887-05-07,2,1,12
3520,1887-05-08,1,1,11
3521,1887-05-12,3,1,13
3522,1887-05-14,4,1,14
3523,1887-05-16,11,1,21
3524,1887-05-17,4,1,14
3525,1887-05-20,1,1,11
3526,1887-05-26,2,1,12
3527,1887-05-28,2,1,12
3528,1887-05-31,1,1,11
3529,1887-06-06,3,1,13
3530,1887-06-11,1,1,11
3531,1887-06-14,2,1,12
3532,1887-06-16,2,1,12
3533,1887-06-23,3,1,13
3534,1887-07-02,2,1,12
3535,1887-07-05,4,1,14
3536,1887-07-08,2,1,12
3537,1887-07-09,1,1,11
3538,1887-07-11,2,1,12
3539,1887-07-16,2,1,12
3540,1887-07-23,3,1,13
3541,1887-07-24,3,1,13
3542,1887-07-29,1,1,11
3543,1887-08-04,2,1,12
3544,1887-08-05,5,2,25
3545,1887-08-18,2,1,12
3546,1887-08-19,1,1,11
3547,1887-09-02,2,1,12
3548,1887-09-17,1,1,11
3549,1887-09-18,6,1,16
3550,1887-09-21,2,1,12
3551,1887-09-29,4,1,14
