,Date,Sunspots,Groups,Wolf
928,1869-02-04,6,1,16
929,1869-02-05,4,1,14
930,1869-02-08,2,1,12
931,1869-02-10,6,1,16
932,1869-02-15,12,2,32
933,1869-02-16,1,1,11
934,1869-02-17,7,2,27
935,1869-02-19,6,1,16
936,1869-02-20,2,1,12
937,1869-02-25,1,1,11
938,1869-02-27,1,1,11
939,1869-02-28,1,1,11
940,1869-03-04,4,1,14
941,1869-03-07,1,1,11
942,1869-03-11,5,2,25
943,1869-03-12,2,2,22
944,1869-03-13,2,1,12
945,1869-03-14,1,1,11
946,1869-03-18,10,2,30
947,1869-03-19,3,1,13
948,1869-03-20,2,2,22
949,1869-03-22,2,1,12
950,1869-03-27,2,1,12
951,1869-03-28,7,2,27
952,1869-03-29,6,2,26
953,1869-03-30,3,1,13
954,1869-03-31,1,1,11
955,1869-04-04,1,1,11
956,1869-04-07,5,1,15
957,1869-04-09,2,1,12
958,1869-04-14,16,1,26
959,1869-04-18,10,2,30
960,1869-04-20,3,1,13
961,1869-04-21,2,1,12
962,1869-04-24,1,1,11
963,1869-04-26,1,1,11
964,1869-04-28,1,1,11
965,1869-04-29,8,1,18
966,1869-04-30,6,1,16
967,1869-05-03,7,1,17
968,1869-05-04,3,1,13
969,1869-05-05,7,2,27
970,1869-05-07,12,2,32
971,1869-05-10,10,2,30
972,1869-05-12,5,2,25
973,1869-05-13,4,1,14
974,1869-05-14,8,1,18
975,1869-05-15,12,1,22
976,1869-05-19,5,1,15
977,1869-05-22,1,1,11
978,1869-05-23,4,1,14
979,1869-05-24,4,1,14
980,1869-05-25,5,1,15
981,1869-05-26,7,1,17
982,1869-05-30,5,1,15
983,1869-05-31,13,2,33
984,1869-06-03,4,1,14
985,1869-06-04,16,2,36
986,1869-06-06,1,1,11
987,1869-06-07,5,2,25
988,1869-06-09,9,1,19
989,1869-06-10,5,1,15
990,1869-06-11,10,2,30
991,1869-06-13,6,2,26
992,1869-06-14,2,1,12
993,1869-06-15,11,2,31
994,1869-06-17,5,1,15
995,1869-06-19,8,2,28
996,1869-06-20,8,1,18
997,1869-06-22,6,1,16
998,1869-06-23,4,1,14
999,1869-06-24,10,1,20
1000,1869-06-26,7,1,17
1001,1869-06-27,1,1,11
1002,1869-06-28,1,1,11
1003,1869-07-03,1,1,11
1004,1869-07-05,1,1,11
1005,1869-07-06,12,1,22
1006,1869-07-08,11,2,31
1007,1869-07-13,5,1,15
1008,1869-07-16,2,1,12
1009,1869-07-18,10,1,20
1010,1869-07-19,6,2,26
1011,1869-07-20,14,2,34
1012,1869-07-21,5,1,15
1013,1869-07-24,1,1,11
1014,1869-07-26,5,2,25
1015,1869-07-27,3,1,13
1016,1869-07-28,2,1,12
1017,1869-07-30,2,1,12
1018,1869-07-31,5,3,35
1019,1869-08-02,1,1,11
1020,1869-08-03,3,1,13
1021,1869-08-05,4,1,14
1022,1869-08-06,1,1,11
1023,1869-08-09,3,1,13
1024,1869-08-10,7,1,17
1025,1869-08-12,5,1,15
1026,1869-08-13,4,1,14
1027,1869-08-15,4,1,14
1028,1869-08-16,1,1,11
1029,1869-08-17,1,1,11
1030,1869-08-18,7,2,27
1031,1869-08-20,7,1,17
1032,1869-08-22,12,3,42
1033,1869-08-26,2,1,12
1034,1869-08-28,2,1,12
1035,1869-08-29,6,1,16
1036,1869-08-30,4,1,14
1037,1869-09-03,1,1,11
1038,1869-09-04,20,2,40
1039,1869-09-05,2,1,12
1040,1869-09-06,2,1,12
1041,1869-09-07,6,1,16
1042,1869-09-08,3,1,13
1043,1869-09-09,12,2,32
1044,1869-09-11,1,1,11
1045,1869-09-13,2,2,22
1046,1869-09-14,3,1,13
1047,1869-09-16,6,3,36
1048,1869-09-18,3,1,13
1049,1869-09-21,2,1,12
1050,1869-09-22,2,1,12
1051,1869-09-24,4,1,14
1052,1869-09-25,2,1,12
1053,1869-09-28,22,3,52
1054,1869-10-01,2,1,12
1055,1869-10-02,6,1,16
1056,1869-10-05,10,2,30
1057,1869-10-06,1,1,11
1058,1869-10-09,1,1,11
1059,1869-10-10,6,1,16
1060,1869-10-11,2,1,12
1061,1869-10-13,1,1,11
1062,1869-10-15,8,3,38
1063,1869-10-17,4,2,24
1064,1869-10-18,3,2,23
1065,1869-10-19,2,1,12
1066,1869-10-21,2,1,12
1067,1869-10-23,1,1,11
1068,1869-10-26,6,3,36
1069,1869-10-28,4,1,14
1070,1869-10-31,2,1,12
1071,1869-11-01,11,1,21
1072,1869-11-02,9,2,29
1073,1869-11-04,1,1,11
1074,1869-11-05,1,1,11
1075,1869-11-07,6,1,16
1076,1869-11-08,3,1,13
1077,1869-11-09,2,1,12
1078,1869-11-11,1,1,11
1079,1869-11-12,7,1,17
1080,1869-11-13,1,1,11
1081,1869-11-15,13,3,43
1082,1869-11-16,1,1,11
1083,1869-11-18,3,2,23
1084,1869-11-22,25,2,45
1085,1869-11-24,1,1,11
1086,1869-11-26,1,1,11
1087,1869-11-28,2,1,12
1088,1869-11-29,2,1,12
1089,1869-12-02,3,1,13
1090,1869-12-03,6,1,16
1091,1869-12-04,2,2,22
1092,1869-12-05,5,1,15
1093,1869-12-08,7,1,17
1094,1869-12-09,6,1,16
1095,1869-12-11,1,1,11
1096,1869-12-12,1,1,11
1097,1869-12-13,9,1,19
1098,1869-12-14,2,1,12
1099,1869-12-15,2,1,12
1100,1869-12-16,12,1,22
1101,1869-12-17,4,1,14
1102,1869-12-18,5,1,15
1103,1869-12-20,6,2,26
1104,1869-12-21,1,1,11
1105,1869-12-23,3,1,13
1106,1869-12-25,7,1,17
1107,1869-12-27,6,1,16
1108,1869-12-30,1,1,11
1109,1870-01-02,9,1,19
1110,1870-01-03,3,1,13
1111,1870-01-05,3,1,13
1112,1870-01-07,1,1,11
1113,1870-01-09,2,1,12
1114,1870-01-11,19,2,39
1115,1870-01-12,2,1,12
1116,1870-01-13,2,1,12
1117,1870-01-14,8,1,18
1118,1870-01-17,10,1,20
1119,1870-01-19,2,1,12
1120,1870-01-20,3,1,13
1121,1870-01-21,2,1,12
1122,1870-01-22,13,1,23
1123,1870-01-24,4,1,14
1124,1870-01-27,1,1,11
1125,1870-01-29,18,1,28
1126,1870-01-30,1,1,11
1127,1870-01-31,1,1,11
1128,1870-02-01,2,1,12
1129,1870-02-02,7,3,37
1130,1870-02-03,2,2,22
1131,1870-02-05,1,1,11
1132,1870-02-06,1,1,11
1133,1870-02-07,13,2,33
1134,1870-02-08,13,2,33
1135,1870-02-10,5,1,15
1136,1870-02-12,2,2,22
1137,1870-02-15,5,2,25
1138,1870-02-18,16,3,46
1139,1870-02-19,6,1,16
1140,1870-02-20,2,1,12
1141,1870-02-23,1,1,11
1142,1870-02-25,2,2,22
1143,1870-02-26,2,1,12
1144,1870-02-27,4,1,14
1145,1870-02-28,3,1,13
1146,1870-03-01,5,1,15
1147,1870-03-02,20,2,40
1148,1870-03-03,11,2,31
1149,1870-03-04,11,1,21
1150,1870-03-05,1,1,11
1151,1870-03-06,2,1,12
1152,1870-03-07,4,1,14
1153,1870-03-08,16,2,36
1154,1870-03-13,2,2,22
1155,1870-03-14,12,1,22
1156,1870-03-16,9,1,19
1157,1870-03-17,1,1,11
1158,1870-03-19,17,3,47
1159,1870-03-22,8,2,28
1160,1870-03-23,3,1,13
1161,1870-03-24,5,1,15
1162,1870-03-25,1,1,11
1163,1870-03-28,16,1,26
1164,1870-03-29,14,2,34
1165,1870-03-30,1,1,11
1166,1870-03-31,8,1,18
1167,1870-04-02,2,1,12
1168,1870-04-04,11,1,21
1169,1870-04-05,12,1,22
1170,1870-04-07,9,2,29
1171,1870-04-08,6,1,16
1172,1870-04-09,1,1,11
1173,1870-04-10,12,2,32
1174,1870-04-11,4,2,24
1175,1870-04-13,1,1,11
1176,1870-04-14,4,1,14
1177,1870-04-16,5,1,15
1178,1870-04-17,5,2,25
1179,1870-04-19,2,2,22
1180,1870-04-20,11,2,31
1181,1870-04-22,2,1,12
1182,1870-04-24,5,1,15
1183,1870-04-25,11,1,21
1184,1870-04-26,10,2,30
1185,1870-04-27,11,1,21
1186,1870-04-30,1,1,11
1187,1870-05-01,8,1,18
1188,1870-05-02,5,1,15
1189,1870-05-04,16,1,26
1190,1870-05-05,3,1,13
1191,1870-05-06,4,2,24
1192,1870-05-08,10,2,30
1193,1870-05-09,12,1,22
1194,1870-05-13,17,2,37
1195,1870-05-14,1,1,11
1196,1870-05-15,17,3,47
1197,1870-05-16,11,2,31
1198,1870-05-17,1,1,11
1199,1870-05-19,3,2,23
1200,1870-05-21,10,3,40
1201,1870-05-23,2,2,22
1202,1870-05-24,2,2,22
1203,1870-05-25,6,1,16
1204,1870-05-26,5,1,15
1205,1870-05-27,16,3,46
1206,1870-05-28,3,1,13
1207,1870-05-29,1,1,11
1208,1870-05-30,2,1,12
1209,1870-05-31,2,2,22
1210,1870-06-02,5,2,25
1211,1870-06-04,3,1,13
1212,1870-06-06,9,2,29
1213,1870-06-07,2,1,12
1214,1870-06-09,9,2,29
1215,1870-06-10,6,1,16
1216,1870-06-11,8,2,28
1217,1870-06-13,11,2,31
1218,1870-06-15,8,2,28
1219,1870-06-16,12,3,42
1220,1870-06-17,6,1,16
1221,1870-06-18,1,1,11
1222,1870-06-19,16,2,36
1223,1870-06-20,2,1,12
1224,1870-06-23,25,4,65
1225,1870-06-24,14,2,34
1226,1870-06-25,14,2,34
1227,1870-06-26,29,1,39
1228,1870-06-27,1,1,11
1229,1870-06-29,3,1,13
1230,1870-06-30,13,2,33
1231,1870-07-02,6,1,16
1232,1870-07-03,4,2,24
1233,1870-07-04,12,1,22
1234,1870-07-05,1,1,11
1235,1870-07-06,6,2,26
1236,1870-07-07,6,1,16
1237,1870-07-08,3,1,13
1238,1870-07-09,5,1,15
1239,1870-07-11,5,1,15
1240,1870-07-12,3,2,23
1241,1870-07-13,6,1,16
1242,1870-07-14,5,1,15
1243,1870-07-15,4,1,14
1244,1870-07-16,14,3,44
1245,1870-07-19,9,2,29
1246,1870-07-20,3,1,13
1247,1870-07-21,7,2,27
1248,1870-07-22,6,2,26
1249,1870-07-23,6,1,16
1250,1870-07-25,10,3,40
1251,1870-07-27,1,1,11
1252,1870-07-28,7,1,17
1253,1870-07-29,1,1,11
1254,1870-07-30,3,2,23
1255,1870-08-01,8,2,28
1256,1870-08-02,1,1,11
1257,1870-08-03,5,1,15
1258,1870-08-04,4,2,24
1259,1870-08-08,1,1,11
1260,1870-08-09,1,1,11
1261,1870-08-10,6,2,26
1262,1870-08-11,2,1,12
1263,1870-08-12,7,1,17
1264,1870-08-13,6,3,36
1265,1870-08-15,3,2,23
1266,1870-08-17,5,2,25
1267,1870-08-18,5,1,15
1268,1870-08-20,1,1,11
1269,1870-08-21,2,2,22
1270,1870-08-22,3,1,13
1271,1870-08-24,5,1,15
1272,1870-08-25,16,1,26
1273,1870-08-26,1,1,11
1274,1870-08-27,6,1,16
1275,1870-08-28,6,2,26
1276,1870-08-29,2,1,12
1277,1870-08-30,12,2,32
1278,1870-08-31,20,3,50
1279,1870-09-01,2,1,12
1280,1870-09-02,1,1,11
1281,1870-09-03,22,3,52
1282,1870-09-05,5,1,15
1283,1870-09-06,1,1,11
1284,1870-09-07,6,1,16
1285,1870-09-08,2,2,22
1286,1870-09-10,1,1,11
1287,1870-09-17,1,1,11
1288,1870-09-18,5,2,25
1289,1870-09-20,4,3,34
1290,1870-09-21,3,1,13
1291,1870-09-22,4,1,14
1292,1870-09-23,6,1,16
1293,1870-09-25,7,1,17
1294,1870-09-26,7,2,27
1295,1870-09-27,2,2,22
1296,1870-09-28,4,1,14
1297,1870-09-29,8,1,18
1298,1870-09-30,7,2,27
1299,1870-10-02,3,1,13
1300,1870-10-03,7,1,17
1301,1870-10-06,9,2,29
1302,1870-10-07,3,1,13
1303,1870-10-08,8,1,18
1304,1870-10-09,5,1,15
1305,1870-10-11,8,2,28
1306,1870-10-12,2,1,12
1307,1870-10-13,4,1,14
1308,1870-10-14,1,1,11
1309,1870-10-15,14,1,24
1310,1870-10-16,9,1,19
1311,1870-10-19,11,2,31
1312,1870-10-20,9,1,19
1313,1870-10-21,4,1,14
1314,1870-10-22,2,2,22
1315,1870-10-23,11,3,41
1316,1870-10-24,13,2,33
1317,1870-10-25,8,3,38
1318,1870-10-26,1,1,11
1319,1870-10-30,8,2,28
1320,1870-10-31,8,1,18
1321,1870-11-01,1,1,11
1322,1870-11-02,4,1,14
1323,1870-11-03,2,1,12
1324,1870-11-04,1,1,11
1325,1870-11-05,3,2,23
1326,1870-11-06,17,1,27
1327,1870-11-07,4,1,14
1328,1870-11-09,17,2,37
1329,1870-11-10,13,1,23
1330,1870-11-11,11,3,41
1331,1870-11-13,4,1,14
1332,1870-11-15,14,2,34
1333,1870-11-19,21,5,71
1334,1870-11-20,2,1,12
1335,1870-11-21,4,2,24
1336,1870-11-24,5,1,15
1337,1870-11-26,1,1,11
1338,1870-11-27,2,1,12
1339,1870-11-28,2,1,12
1340,1870-11-29,5,2,25
1341,1870-12-01,8,3,38
1342,1870-12-02,8,2,28
1343,1870-12-03,4,1,14
1344,1870-12-05,17,3,47
1345,1870-12-06,10,2,30
1346,1870-12-07,1,1,11
1347,1870-12-08,3,1,13
1348,1870-12-12,7,1,17
1349,1870-12-14,6,2,26
1350,1870-12-15,2,1,12
1351,1870-12-16,6,2,26
1352,1870-12-17,9,1,19
1353,1870-12-18,8,1,18
1354,1870-12-20,5,2,25
1355,1870-12-21,7,1,17
1356,1870-12-23,1,1,11
1357,1870-12-25,1,1,11
1358,1870-12-26,2,1,12
1359,1870-12-29,5,1,15
1360,1870-12-31,3,1,13
1361,1871-01-01,7,1,17
1362,1871-01-02,3,2,23
1363,1871-01-04,3,1,13
1364,1871-01-07,4,1,14
1365,1871-01-11,6,2,26
1366,1871-01-12,5,1,15
1367,1871-01-15,6,4,46
1368,1871-01-16,1,1,11
1369,1871-01-17,1,1,11
1370,1871-01-18,3,2,23
1371,1871-01-19,2,1,12
1372,1871-01-20,10,1,20
1373,1871-01-21,1,1,11
1374,1871-01-25,6,1,16
1375,1871-01-27,1,1,11
1376,1871-01-28,8,2,28
1377,1871-01-29,4,3,34
1378,1871-01-31,3,2,23
1379,1871-02-02,2,1,12
1380,1871-02-03,1,1,11
1381,1871-02-04,3,1,13
1382,1871-02-05,1,1,11
1383,1871-02-06,6,1,16
1384,1871-02-07,1,1,11
1385,1871-02-08,13,3,43
1386,1871-02-14,17,2,37
1387,1871-02-15,4,2,24
1388,1871-02-16,2,1,12
1389,1871-02-17,1,1,11
1390,1871-02-18,2,2,22
1391,1871-02-21,8,1,18
1392,1871-02-23,8,2,28
1393,1871-02-24,2,2,22
1394,1871-02-26,1,1,11
1395,1871-02-27,5,3,35
1396,1871-02-28,2,1,12
1397,1871-03-01,2,2,22
1398,1871-03-02,4,1,14
1399,1871-03-03,3,2,23
1400,1871-03-04,6,1,16
1401,1871-03-05,10,3,40
1402,1871-03-06,6,2,26
1403,1871-03-07,2,1,12
1404,1871-03-10,1,1,11
1405,1871-03-11,1,1,11
1406,1871-03-14,14,4,54
1407,1871-03-15,1,1,11
1408,1871-03-16,5,3,35
1409,1871-03-18,2,2,22
1410,1871-03-19,14,2,34
1411,1871-03-20,3,1,13
1412,1871-03-21,1,1,11
1413,1871-03-22,7,2,27
1414,1871-03-23,13,3,43
1415,1871-03-24,3,2,23
1416,1871-03-26,1,1,11
1417,1871-03-27,6,2,26
1418,1871-03-28,1,1,11
1419,1871-03-29,2,2,22
1420,1871-03-30,6,2,26
1421,1871-03-31,7,3,37
1422,1871-04-01,1,1,11
1423,1871-04-02,20,1,30
1424,1871-04-03,12,2,32
1425,1871-04-04,1,1,11
1426,1871-04-05,1,1,11
1427,1871-04-06,8,1,18
1428,1871-04-08,4,1,14
1429,1871-04-09,5,2,25
1430,1871-04-11,2,1,12
1431,1871-04-12,6,1,16
1432,1871-04-15,2,1,12
1433,1871-04-16,14,1,24
1434,1871-04-17,7,1,17
1435,1871-04-18,8,2,28
1436,1871-04-19,5,1,15
1437,1871-04-21,2,1,12
1438,1871-04-23,2,1,12
1439,1871-04-24,1,1,11
1440,1871-04-25,3,1,13
1441,1871-04-26,10,2,30
1442,1871-04-27,3,1,13
1443,1871-04-28,1,1,11
1444,1871-04-29,5,3,35
1445,1871-04-30,8,1,18
1446,1871-05-02,5,1,15
1447,1871-05-04,1,1,11
1448,1871-05-05,7,1,17
1449,1871-05-06,1,1,11
1450,1871-05-07,4,1,14
1451,1871-05-08,8,1,18
1452,1871-05-09,2,1,12
1453,1871-05-11,4,1,14
1454,1871-05-12,1,1,11
1455,1871-05-13,1,1,11
1456,1871-05-14,6,2,26
1457,1871-05-15,6,2,26
1458,1871-05-16,1,1,11
1459,1871-05-17,3,1,13
1460,1871-05-18,12,3,42
1461,1871-05-20,3,1,13
1462,1871-05-21,8,1,18
1463,1871-05-22,12,3,42
1464,1871-05-24,1,1,11
1465,1871-05-25,1,1,11
1466,1871-05-26,17,3,47
1467,1871-05-27,13,2,33
1468,1871-05-28,1,1,11
1469,1871-05-29,4,3,34
1470,1871-05-31,8,3,38
1471,1871-06-01,6,1,16
1472,1871-06-02,3,1,13
1473,1871-06-03,5,1,15
1474,1871-06-06,4,1,14
1475,1871-06-07,5,2,25
1476,1871-06-09,4,2,24
1477,1871-06-10,3,1,13
1478,1871-06-11,7,2,27
1479,1871-06-13,14,1,24
1480,1871-06-14,8,2,28
1481,1871-06-17,1,1,11
1482,1871-06-18,1,1,11
1483,1871-06-19,3,1,13
1484,1871-06-20,1,1,11
1485,1871-06-22,3,1,13
1486,1871-06-25,1,1,11
1487,1871-06-27,2,1,12
1488,1871-06-28,4,2,24
1489,1871-06-30,11,2,31
1490,1871-07-01,11,3,41
1491,1871-07-02,2,1,12
1492,1871-07-03,9,1,19
1493,1871-07-04,7,1,17
1494,1871-07-06,1,1,11
1495,1871-07-07,1,1,11
1496,1871-07-08,8,3,38
1497,1871-07-09,6,2,26
1498,1871-07-13,2,1,12
1499,1871-07-15,4,1,14
1500,1871-07-16,2,2,22
1501,1871-07-17,1,1,11
1502,1871-07-19,4,1,14
1503,1871-07-21,10,1,20
1504,1871-07-22,6,2,26
1505,1871-07-23,15,2,35
1506,1871-07-24,5,2,25
1507,1871-07-25,6,2,26
1508,1871-07-27,2,1,12
1509,1871-07-29,3,2,23
1510,1871-07-31,6,1,16
1511,1871-08-01,4,1,14
1512,1871-08-02,12,1,22
1513,1871-08-03,2,2,22
1514,1871-08-06,14,2,34
1515,1871-08-08,2,1,12
1516,1871-08-09,1,1,11
1517,1871-08-10,23,1,33
1518,1871-08-11,1,1,11
1519,1871-08-13,3,2,23
1520,1871-08-15,4,1,14
1521,1871-08-16,22,2,42
1522,1871-08-17,11,1,21
1523,1871-08-18,3,1,13
1524,1871-08-19,10,3,40
1525,1871-08-20,10,1,20
1526,1871-08-21,6,2,26
1527,1871-08-24,5,1,15
1528,1871-08-26,1,1,11
1529,1871-08-27,3,2,23
1530,1871-08-28,4,1,14
1531,1871-08-30,13,2,33
1532,1871-08-31,6,2,26
1533,1871-09-01,8,3,38
1534,1871-09-02,4,1,14
1535,1871-09-03,2,1,12
1536,1871-09-04,1,1,11
1537,1871-09-06,2,2,22
1538,1871-09-08,4,1,14
1539,1871-09-09,2,2,22
1540,1871-09-10,5,1,15
1541,1871-09-11,6,1,16
1542,1871-09-12,5,1,15
1543,1871-09-13,5,2,25
1544,1871-09-14,1,1,11
1545,1871-09-15,14,3,44
1546,1871-09-16,4,1,14
1547,1871-09-17,4,2,24
1548,1871-09-18,4,2,24
1549,1871-09-20,6,2,26
1550,1871-09-24,7,1,17
1551,1871-09-26,1,1,11
1552,1871-09-27,5,1,15
1553,1871-09-30,3,1,13
1554,1871-10-01,3,2,23
1555,1871-10-05,1,1,11
1556,1871-10-06,2,1,12
1557,1871-10-07,1,1,11
1558,1871-10-08,1,1,11
1559,1871-10-09,1,1,11
1560,1871-10-11,8,2,28
1561,1871-10-12,7,2,27
1562,1871-10-13,3,2,23
1563,1871-10-14,4,1,14
1564,1871-10-15,4,1,14
1565,1871-10-17,2,2,22
1566,1871-10-20,7,2,27
1567,1871-10-21,3,1,13
1568,1871-10-22,2,2,22
1569,1871-10-24,6,2,26
1570,1871-10-25,1,1,11
1571,1871-10-26,2,1,12
1572,1871-10-27,3,2,23
1573,1871-10-29,7,1,17
1574,1871-11-03,3,1,13
1575,1871-11-05,6,2,26
1576,1871-11-06,5,1,15
1577,1871-11-07,10,2,30
1578,1871-11-08,8,2,28
1579,1871-11-09,1,1,11
1580,1871-11-10,2,1,12
1581,1871-11-11,3,3,33
1582,1871-11-12,1,1,11
1583,1871-11-13,2,2,22
1584,1871-11-14,5,1,15
1585,1871-11-18,2,2,22
1586,1871-11-19,7,1,17
1587,1871-11-20,6,2,26
1588,1871-11-21,9,2,29
1589,1871-11-23,2,2,22
1590,1871-11-24,7,1,17
1591,1871-11-27,1,1,11
1592,1871-11-28,7,1,17
1593,1871-11-29,6,1,16
1594,1871-11-30,9,1,19
1595,1871-12-02,8,1,18
1596,1871-12-04,1,1,11
1597,1871-12-05,1,1,11
1598,1871-12-06,4,1,14
1599,1871-12-08,10,2,30
1600,1871-12-10,11,2,31
1601,1871-12-11,2,2,22
1602,1871-12-12,1,1,11
1603,1871-12-14,2,2,22
1604,1871-12-15,8,2,28
1605,1871-12-16,1,1,11
1606,1871-12-17,9,2,29
1607,1871-12-18,2,1,12
1608,1871-12-19,7,3,37
1609,1871-12-20,4,1,14
1610,1871-12-23,3,1,13
1611,1871-12-25,9,1,19
1612,1871-12-26,4,1,14
1613,1871-12-27,1,1,11
1614,1871-12-29,5,1,15
1615,1871-12-31,9,2,29
1616,1872-01-03,6,1,16
1617,1872-01-04,6,2,26
1618,1872-01-05,4,1,14
1619,1872-01-07,14,3,44
1620,1872-01-09,4,1,14
1621,1872-01-10,3,1,13
1622,1872-01-11,4,1,14
1623,1872-01-13,17,2,37
1624,1872-01-16,5,2,25
1625,1872-01-17,4,1,14
1626,1872-01-19,14,3,44
1627,1872-01-21,6,1,16
1628,1872-01-27,6,1,16
1629,1872-01-28,15,3,45
1630,1872-01-30,14,1,24
1631,1872-02-01,7,2,27
1632,1872-02-02,11,1,21
1633,1872-02-03,12,1,22
1634,1872-02-06,3,1,13
1635,1872-02-07,8,1,18
1636,1872-02-09,15,2,35
1637,1872-02-11,1,1,11
1638,1872-02-12,3,1,13
1639,1872-02-13,2,1,12
1640,1872-02-15,9,2,29
1641,1872-02-17,6,2,26
1642,1872-02-18,3,1,13
1643,1872-02-21,2,1,12
1644,1872-02-24,10,2,30
1645,1872-02-25,5,1,15
1646,1872-02-26,4,1,14
1647,1872-02-27,12,1,22
1648,1872-02-28,1,1,11
1649,1872-02-29,6,1,16
1650,1872-03-01,3,1,13
1651,1872-03-02,1,1,11
1652,1872-03-03,1,1,11
1653,1872-03-04,12,3,42
1654,1872-03-06,1,1,11
1655,1872-03-07,9,2,29
1656,1872-03-09,11,2,31
1657,1872-03-10,1,1,11
1658,1872-03-18,10,1,20
1659,1872-03-21,1,1,11
1660,1872-03-22,7,2,27
1661,1872-03-23,10,3,40
1662,1872-03-24,1,1,11
1663,1872-03-25,2,1,12
1664,1872-03-28,13,3,43
1665,1872-03-29,1,1,11
1666,1872-03-30,1,1,11
1667,1872-03-31,3,2,23
1668,1872-04-03,2,1,12
1669,1872-04-05,4,2,24
1670,1872-04-08,7,1,17
1671,1872-04-09,2,1,12
1672,1872-04-10,6,1,16
1673,1872-04-11,5,1,15
1674,1872-04-12,6,1,16
1675,1872-04-13,5,1,15
1676,1872-04-14,4,1,14
1677,1872-04-17,5,1,15
1678,1872-04-18,1,1,11
1679,1872-04-19,2,1,12
1680,1872-04-20,12,1,22
1681,1872-04-21,3,1,13
1682,1872-04-23,15,2,35
1683,1872-04-26,5,1,15
1684,1872-04-27,2,2,22
1685,1872-04-28,2,1,12
1686,1872-05-02,6,1,16
1687,1872-05-03,10,1,20
1688,1872-05-04,2,1,12
1689,1872-05-06,5,1,15
1690,1872-05-07,9,1,19
1691,1872-05-08,3,1,13
1692,1872-05-09,1,1,11
1693,1872-05-10,4,1,14
1694,1872-05-12,5,2,25
1695,1872-05-15,1,1,11
1696,1872-05-16,1,1,11
1697,1872-05-19,27,3,57
1698,1872-05-20,4,1,14
1699,1872-05-21,2,1,12
1700,1872-05-22,5,2,25
1701,1872-05-24,5,1,15
1702,1872-05-26,10,2,30
1703,1872-05-29,5,1,15
1704,1872-05-30,12,3,42
1705,1872-05-31,5,1,15
1706,1872-06-01,3,3,33
1707,1872-06-02,1,1,11
1708,1872-06-03,5,1,15
1709,1872-06-06,2,2,22
1710,1872-06-07,1,1,11
1711,1872-06-08,1,1,11
1712,1872-06-09,11,2,31
1713,1872-06-11,7,1,17
1714,1872-06-13,3,1,13
1715,1872-06-14,1,1,11
1716,1872-06-15,3,2,23
1717,1872-06-16,12,2,32
1718,1872-06-18,6,2,26
1719,1872-06-20,5,1,15
1720,1872-06-23,8,2,28
1721,1872-06-24,3,1,13
1722,1872-06-26,2,2,22
1723,1872-06-28,1,1,11
1724,1872-06-29,5,1,15
1725,1872-06-30,12,2,32
1726,1872-07-02,7,1,17
1727,1872-07-05,5,3,35
1728,1872-07-06,4,1,14
1729,1872-07-08,8,1,18
1730,1872-07-09,20,2,40
1731,1872-07-12,3,1,13
1732,1872-07-13,3,1,13
1733,1872-07-14,18,2,38
1734,1872-07-15,5,1,15
1735,1872-07-19,7,1,17
1736,1872-07-22,1,1,11
1737,1872-07-23,2,1,12
1738,1872-07-25,1,1,11
1739,1872-07-27,3,2,23
1740,1872-08-02,11,1,21
1741,1872-08-03,6,1,16
1742,1872-08-05,6,2,26
1743,1872-08-06,7,2,27
1744,1872-08-08,2,2,22
1745,1872-08-09,5,1,15
1746,1872-08-10,7,1,17
1747,1872-08-12,4,1,14
1748,1872-08-14,5,1,15
1749,1872-08-15,2,1,12
1750,1872-08-16,1,1,11
1751,1872-08-17,2,1,12
1752,1872-08-19,12,3,42
1753,1872-08-21,10,3,40
1754,1872-08-22,11,1,21
1755,1872-08-26,6,1,16
1756,1872-08-27,4,1,14
1757,1872-08-28,5,2,25
1758,1872-09-01,9,1,19
1759,1872-09-02,9,1,19
1760,1872-09-03,2,2,22
1761,1872-09-04,4,1,14
1762,1872-09-05,6,2,26
1763,1872-09-06,1,1,11
1764,1872-09-07,7,1,17
1765,1872-09-08,2,1,12
1766,1872-09-09,7,1,17
1767,1872-09-10,2,1,12
1768,1872-09-11,6,1,16
1769,1872-09-13,1,1,11
1770,1872-09-15,8,1,18
1771,1872-09-17,4,1,14
1772,1872-09-18,5,1,15
1773,1872-09-19,9,2,29
1774,1872-09-24,11,2,31
1775,1872-09-25,4,1,14
1776,1872-09-26,6,1,16
1777,1872-09-27,4,2,24
1778,1872-09-28,6,2,26
1779,1872-09-29,12,2,32
1780,1872-10-01,6,2,26
1781,1872-10-02,4,1,14
1782,1872-10-04,2,2,22
1783,1872-10-05,7,1,17
1784,1872-10-06,3,1,13
1785,1872-10-07,1,1,11
1786,1872-10-09,11,3,41
1787,1872-10-10,3,2,23
1788,1872-10-13,13,2,33
1789,1872-10-15,4,2,24
1790,1872-10-16,6,1,16
1791,1872-10-17,14,2,34
1792,1872-10-18,1,1,11
1793,1872-10-19,1,1,11
1794,1872-10-20,4,2,24
1795,1872-10-23,5,1,15
1796,1872-10-24,4,1,14
1797,1872-10-25,3,1,13
1798,1872-10-26,3,1,13
1799,1872-10-27,4,2,24
1800,1872-10-28,2,1,12
1801,1872-10-31,3,2,23
1802,1872-11-01,4,1,14
1803,1872-11-02,3,1,13
1804,1872-11-03,1,1,11
1805,1872-11-04,2,1,12
