,Date,Group,Spot,SN
917,1829-08-17,4,10,50
918,1829-08-18,5,14,64
919,1829-08-20,7,16,86
920,1829-08-21,7,12,82
921,1829-08-22,7,13,83
922,1829-08-23,5,8,58
923,1829-08-24,6,15,75
924,1829-08-25,7,19,89
925,1829-08-26,7,19,89
926,1829-08-30,5,9,59
927,1829-09-03,4,7,47
928,1829-09-04,6,10,70
929,1829-09-05,3,5,35
930,1829-09-06,1,4,14
931,1829-09-07,1,4,14
932,1829-09-08,1,5,15
933,1829-09-09,1,3,13
934,1829-09-10,1,1,11
935,1829-09-11,1,1,11
936,1829-09-12,2,3,23
937,1829-09-13,2,2,22
938,1829-09-15,4,8,48
939,1829-09-16,4,10,50
940,1829-09-18,3,10,40
941,1829-09-21,5,12,62
942,1829-09-24,4,6,46
943,1829-09-25,4,6,46
944,1829-09-26,4,8,48
945,1829-09-27,4,9,49
946,1829-09-28,4,6,46
947,1829-09-29,5,9,59
948,1829-09-30,4,7,47
949,1829-10-02,4,9,49
950,1829-10-03,3,6,36
951,1829-10-06,4,9,49
952,1829-10-07,3,8,38
953,1829-10-09,5,8,58
954,1829-10-10,5,13,63
955,1829-10-12,3,4,34
956,1829-10-15,4,10,50
957,1829-10-19,4,6,46
958,1829-10-20,5,17,67
959,1829-10-21,5,6,56
960,1829-10-22,5,9,59
961,1829-10-23,5,8,58
962,1829-10-24,5,6,56
963,1829-10-30,3,7,37
964,1829-10-31,4,9,49
965,1829-11-01,4,12,52
966,1829-11-04,6,9,69
967,1829-11-05,9,14,104
968,1829-11-07,7,16,86
969,1829-11-12,5,9,59
970,1829-11-13,5,12,62
971,1829-11-14,4,11,51
972,1829-11-16,3,3,33
973,1829-11-17,4,5,45
974,1829-11-22,2,3,23
975,1829-11-24,2,5,25
976,1829-11-26,3,5,35
977,1829-11-27,4,6,46
978,1829-11-28,2,6,26
979,1829-12-01,3,5,35
980,1829-12-02,4,9,49
981,1829-12-03,3,6,36
982,1829-12-04,3,6,36
983,1829-12-05,4,6,46
984,1829-12-06,4,6,46
985,1829-12-07,4,5,45
986,1829-12-08,4,7,47
987,1829-12-09,3,3,33
988,1829-12-10,3,5,35
989,1829-12-13,6,8,68
990,1829-12-14,6,11,71
991,1829-12-15,5,9,59
992,1829-12-19,5,17,67
993,1829-12-25,1,2,12
994,1829-12-26,1,1,11
995,1829-12-28,4,5,45
996,1830-01-09,2,8,28
997,1830-01-10,2,6,26
998,1830-01-13,3,7,37
999,1830-01-20,4,6,46
1000,1830-01-23,3,11,41
1001,1830-01-24,0,0,0
1002,1830-01-25,2,3,23
1003,1830-01-26,3,5,35
1004,1830-01-27,2,4,24
1005,1830-01-30,2,5,25
1006,1830-01-31,3,6,36
1007,1830-02-02,3,5,35
1008,1830-02-03,4,6,46
1009,1830-02-10,8,13,93
1010,1830-02-12,7,19,89
1011,1830-02-13,7,22,92
1012,1830-02-14,7,12,82
1013,1830-02-17,5,10,60
1014,1830-02-19,4,6,46
1015,1830-02-20,4,14,54
1016,1830-02-21,5,7,57
1017,1830-02-22,3,6,36
1018,1830-02-24,4,9,49
1019,1830-02-26,4,12,52
1020,1830-02-27,5,10,60
1021,1830-03-01,5,13,63
1022,1830-03-02,7,12,82
1023,1830-03-03,8,13,93
1024,1830-03-04,7,8,78
1025,1830-03-05,5,14,64
1026,1830-03-07,4,11,51
1027,1830-03-08,4,11,51
1028,1830-03-09,6,11,71
1029,1830-03-10,7,13,83
1030,1830-03-13,8,12,92
1031,1830-03-15,7,11,81
1032,1830-03-16,7,10,80
1033,1830-03-22,4,10,50
1034,1830-03-23,4,10,50
1035,1830-03-27,3,8,38
1036,1830-03-29,6,13,73
1037,1830-03-30,7,17,87
1038,1830-04-02,4,10,50
1039,1830-04-03,7,13,83
1040,1830-04-04,7,11,81
1041,1830-04-05,7,19,89
1042,1830-04-06,6,8,68
1043,1830-04-07,8,10,90
1044,1830-04-08,7,9,79
1045,1830-04-10,7,13,83
1046,1830-04-11,8,19,99
1047,1830-04-13,7,12,82
1048,1830-04-15,7,15,85
1049,1830-04-17,6,8,68
1050,1830-04-18,7,14,84
1051,1830-04-19,5,14,64
1052,1830-04-20,5,13,63
1053,1830-04-21,7,17,87
1054,1830-04-24,12,38,158
1055,1830-04-25,11,24,134
1056,1830-04-28,6,21,81
1057,1830-04-29,9,26,116
1058,1830-04-30,8,20,100
1059,1830-05-03,5,10,60
1060,1830-05-04,3,8,38
1061,1830-05-05,3,5,35
1062,1830-05-07,4,12,52
1063,1830-05-08,4,4,44
1064,1830-05-11,5,11,61
1065,1830-05-12,6,10,70
1066,1830-05-15,7,11,81
1067,1830-05-18,3,4,34
1068,1830-05-19,6,7,67
1069,1830-05-20,4,8,48
1070,1830-05-21,4,6,46
1071,1830-05-22,4,9,49
1072,1830-05-23,4,6,46
1073,1830-05-24,4,10,50
1074,1830-05-25,4,8,48
1075,1830-05-26,4,7,47
1076,1830-05-27,4,11,51
1077,1830-05-28,6,15,75
1078,1830-05-29,3,7,37
1079,1830-05-30,1,2,12
1080,1830-05-31,1,4,14
1081,1830-06-01,2,8,28
1082,1830-06-02,2,7,27
1083,1830-06-04,2,4,24
1084,1830-06-05,5,10,60
1085,1830-06-07,5,10,60
1086,1830-06-09,5,12,62
1087,1830-06-10,6,9,69
1088,1830-06-12,3,7,37
1089,1830-06-13,3,12,42
1090,1830-06-14,3,12,42
1091,1830-06-15,5,15,65
1092,1830-06-16,5,14,64
1093,1830-06-18,4,7,47
1094,1830-06-21,4,8,48
1095,1830-06-22,5,6,56
1096,1830-06-23,5,6,56
1097,1830-06-24,6,10,70
1098,1830-06-25,5,7,57
1099,1830-06-26,4,9,49
1100,1830-06-27,5,13,63
1101,1830-06-28,5,10,60
1102,1830-06-29,5,13,63
1103,1830-06-30,5,10,60
1104,1830-07-01,5,11,61
1105,1830-07-02,4,9,49
1106,1830-07-03,4,7,47
1107,1830-07-04,4,8,48
1108,1830-07-05,4,6,46
1109,1830-07-06,4,8,48
1110,1830-08-20,2,3,23
1111,1830-08-21,2,7,27
1112,1830-08-23,3,6,36
1113,1830-08-24,3,6,36
1114,1830-08-25,3,4,34
1115,1830-08-26,4,8,48
1116,1830-08-27,4,6,46
1117,1830-08-28,5,8,58
1118,1830-08-29,5,9,59
1119,1830-08-30,6,8,68
1120,1830-08-31,6,10,70
1121,1830-09-03,4,7,47
1122,1830-09-05,4,6,46
1123,1830-09-07,5,8,58
1124,1830-09-09,3,9,39
1125,1830-09-11,4,11,51
1126,1830-09-14,4,10,50
1127,1830-09-15,4,9,49
1128,1830-09-16,5,11,61
1129,1830-09-17,5,7,57
1130,1830-09-18,6,10,70
1131,1830-09-19,4,9,49
1132,1830-09-20,5,8,58
1133,1830-09-21,5,8,58
1134,1830-09-24,4,6,46
1135,1830-09-25,4,7,47
1136,1830-09-26,4,7,47
1137,1830-09-27,3,8,38
1138,1830-09-28,2,3,23
1139,1830-10-01,5,13,63
1140,1830-10-03,5,9,59
1141,1830-10-04,6,10,70
1142,1830-10-05,6,12,72
1143,1830-10-06,6,9,69
1144,1830-10-07,6,8,68
1145,1830-10-09,4,4,44
1146,1830-10-10,3,3,33
1147,1830-10-11,5,6,56
1148,1830-10-12,6,10,70
1149,1830-10-13,7,10,80
1150,1830-10-14,8,13,93
1151,1830-10-17,4,10,50
1152,1830-10-18,7,11,81
1153,1830-10-19,10,18,118
1154,1830-10-21,7,12,82
1155,1830-10-22,8,15,95
1156,1830-10-25,4,9,49
1157,1830-10-27,4,9,49
1158,1830-10-29,5,14,64
1159,1830-10-30,5,12,62
1160,1830-10-31,5,12,62
1161,1830-11-03,5,13,63
1162,1830-11-04,5,15,65
1163,1830-11-05,6,23,83
1164,1830-11-06,5,19,69
1165,1830-11-07,6,15,75
1166,1830-11-11,5,12,62
1167,1830-11-12,5,26,76
1168,1830-11-13,8,29,109
1169,1830-11-15,5,29,79
1170,1830-11-16,4,15,55
1171,1830-11-18,6,13,73
1172,1830-11-21,5,16,66
1173,1830-11-22,6,14,74
1174,1830-11-23,5,10,60
1175,1830-11-25,5,16,66
1176,1830-12-09,4,21,61
1177,1830-12-10,4,14,54
1178,1830-12-11,7,27,97
1179,1830-12-13,4,24,64
1180,1830-12-19,6,15,75
1181,1830-12-22,4,4,44
1182,1830-12-23,6,15,75
1183,1830-12-24,6,11,71
1184,1830-12-27,4,8,48
1185,1830-12-28,6,8,68
1186,1830-12-31,6,14,74
1187,1831-01-06,3,4,34
1188,1831-01-07,3,6,36
1189,1831-01-11,4,19,59
1190,1831-01-14,4,7,47
1191,1831-01-15,4,16,56
1192,1831-01-16,5,16,66
1193,1831-01-20,3,6,36
1194,1831-01-21,3,6,36
1195,1831-01-22,2,2,22
1196,1831-01-26,5,9,59
1197,1831-01-27,5,14,64
1198,1831-01-29,5,17,67
1199,1831-01-31,6,17,77
1200,1831-02-01,8,18,98
1201,1831-02-03,6,12,72
1202,1831-02-05,5,7,57
1203,1831-02-07,4,6,46
1204,1831-02-10,1,3,13
1205,1831-02-11,1,1,11
1206,1831-02-15,3,3,33
1207,1831-02-16,1,7,17
1208,1831-02-17,1,8,18
1209,1831-02-20,3,7,37
1210,1831-02-21,4,8,48
1211,1831-02-23,4,7,47
1212,1831-02-25,2,4,24
1213,1831-02-26,1,3,13
1214,1831-02-27,2,6,26
1215,1831-02-28,3,10,40
1216,1831-03-01,7,23,93
1217,1831-03-02,6,26,86
1218,1831-03-04,5,22,72
1219,1831-03-05,5,27,77
1220,1831-03-06,5,29,79
1221,1831-03-08,5,21,71
1222,1831-03-09,5,15,65
1223,1831-03-10,8,24,104
1224,1831-03-13,9,26,116
1225,1831-03-15,8,11,91
1226,1831-03-16,7,16,86
1227,1831-03-18,5,13,63
1228,1831-03-19,5,12,62
1229,1831-03-24,4,7,47
1230,1831-03-26,5,9,59
1231,1831-03-27,6,16,76
1232,1831-03-28,6,22,82
1233,1831-03-29,8,23,103
1234,1831-03-31,7,14,84
1235,1831-04-02,6,15,75
1236,1831-04-03,5,10,60
1237,1831-04-05,2,5,25
1238,1831-04-06,3,8,38
1239,1831-04-08,4,8,48
1240,1831-04-10,1,1,11
1241,1831-04-11,2,4,24
1242,1831-04-12,1,3,13
1243,1831-04-13,3,5,35
1244,1831-04-14,3,9,39
1245,1831-04-17,4,8,48
1246,1831-04-19,4,6,46
1247,1831-04-20,4,4,44
1248,1831-04-21,6,9,69
1249,1831-04-22,6,10,70
1250,1831-04-23,6,9,69
1251,1831-04-24,4,7,47
1252,1831-04-25,4,6,46
1253,1831-04-26,4,5,45
1254,1831-04-27,3,7,37
1255,1831-04-28,2,2,22
1256,1831-04-29,3,5,35
1257,1831-04-30,3,6,36
1258,1831-05-01,3,10,40
1259,1831-05-03,3,10,40
1260,1831-05-04,3,11,41
1261,1831-05-05,3,12,42
1262,1831-05-06,2,9,29
1263,1831-05-07,2,6,26
1264,1831-05-08,2,7,27
1265,1831-05-09,2,5,25
1266,1831-05-10,1,3,13
1267,1831-05-11,1,2,12
1268,1831-05-12,0,0,0
1269,1831-05-13,1,1,11
1270,1831-05-14,3,3,33
1271,1831-05-15,2,2,22
1272,1831-05-16,1,1,11
1273,1831-05-17,1,1,11
1274,1831-05-18,1,1,11
1275,1831-05-19,1,1,11
1276,1831-05-20,1,1,11
1277,1831-05-21,1,1,11
1278,1831-05-22,3,8,38
1279,1831-05-23,3,8,38
1280,1831-05-24,4,7,47
1281,1831-05-25,4,14,54
1282,1831-05-26,4,7,47
1283,1831-05-27,4,10,50
1284,1831-05-29,2,7,27
1285,1831-05-31,4,12,52
1286,1831-06-01,4,8,48
1287,1831-06-02,5,9,59
1288,1831-06-03,5,10,60
1289,1831-06-05,3,6,36
1290,1831-06-07,3,8,38
1291,1831-06-09,2,4,24
1292,1831-06-13,2,9,29
1293,1831-06-15,3,5,35
1294,1831-06-18,2,4,24
1295,1831-06-20,2,3,23
1296,1831-06-21,2,5,25
1297,1831-06-22,1,2,12
1298,1831-06-23,1,2,12
1299,1831-06-25,1,4,14
1300,1831-06-26,1,2,12
1301,1831-06-27,1,2,12
1302,1831-06-28,2,2,22
1303,1831-06-29,1,1,11
1304,1831-06-30,1,1,11
1305,1831-07-01,1,2,12
1306,1831-07-02,0,0,0
1307,1831-07-03,1,1,11
1308,1831-07-04,2,5,25
1309,1831-07-05,3,6,36
1310,1831-07-06,3,9,39
1311,1831-07-07,3,7,37
1312,1831-07-08,2,6,26
1313,1831-07-09,3,8,38
1314,1831-07-10,4,8,48
1315,1831-07-11,2,7,27
1316,1831-07-12,3,6,36
1317,1831-07-13,2,6,26
1318,1831-07-15,4,11,51
1319,1831-07-17,4,9,49
1320,1831-07-18,3,7,37
1321,1831-07-20,1,2,12
1322,1831-07-21,3,4,34
1323,1831-07-23,1,2,12
1324,1831-07-24,1,4,14
1325,1831-07-25,4,9,49
1326,1831-07-26,4,12,52
1327,1831-07-28,3,15,45
1328,1831-07-29,3,9,39
1329,1831-07-31,4,20,60
1330,1831-08-01,3,10,40
1331,1831-08-02,5,11,61
1332,1831-08-03,5,11,61
1333,1831-08-04,6,15,75
1334,1831-08-05,5,15,65
1335,1831-08-06,5,15,65
1336,1831-08-07,4,11,51
1337,1831-08-08,4,10,50
1338,1831-08-09,5,12,62
1339,1831-08-10,5,13,63
1340,1831-08-11,4,10,50
1341,1831-08-12,6,13,73
1342,1831-08-14,3,10,40
1343,1831-08-15,3,4,34
1344,1831-08-16,3,5,35
1345,1831-08-17,3,10,40
1346,1831-08-18,4,11,51
1347,1831-08-19,4,7,47
1348,1831-08-20,3,11,41
1349,1831-08-23,1,4,14
1350,1831-08-24,1,4,14
1351,1831-09-01,2,8,28
1352,1831-09-02,3,11,41
1353,1831-09-04,4,11,51
1354,1831-09-05,4,9,49
1355,1831-09-06,4,8,48
1356,1831-09-07,3,7,37
1357,1831-09-08,3,5,35
1358,1831-09-16,1,6,16
1359,1831-09-17,1,6,16
1360,1831-09-18,1,9,19
1361,1831-09-20,1,6,16
1362,1831-09-21,2,8,28
1363,1831-09-22,1,3,13
1364,1831-09-23,1,3,13
1365,1831-09-24,1,6,16
1366,1831-09-25,2,6,26
1367,1831-09-26,2,5,25
1368,1831-09-27,2,5,25
1369,1831-09-28,2,4,24
1370,1831-09-30,5,11,61
1371,1831-10-01,5,8,58
1372,1831-10-04,4,12,52
1373,1831-10-05,4,13,53
1374,1831-10-07,4,6,46
1375,1831-10-08,3,5,35
1376,1831-10-09,4,7,47
1377,1831-10-10,4,8,48
1378,1831-10-11,2,4,24
1379,1831-10-12,4,6,46
1380,1831-10-13,4,11,51
1381,1831-10-14,4,12,52
1382,1831-10-15,5,10,60
1383,1831-10-20,2,3,23
1384,1831-10-21,2,2,22
1385,1831-10-23,1,2,12
1386,1831-10-24,1,1,11
1387,1831-10-25,2,4,24
1388,1831-10-26,3,18,48
1389,1831-10-27,2,4,24
1390,1831-10-28,4,4,44
1391,1831-10-29,3,9,39
1392,1831-11-01,2,13,33
1393,1831-11-03,2,2,22
1394,1831-11-04,3,11,41
1395,1831-11-05,3,14,44
1396,1831-11-08,3,4,34
1397,1831-11-09,2,6,26
1398,1831-11-10,3,7,37
1399,1831-11-14,2,4,24
1400,1831-11-16,4,7,47
1401,1831-11-18,3,6,36
1402,1831-11-19,3,8,38
1403,1831-11-26,2,4,24
1404,1831-12-03,2,3,23
1405,1831-12-06,1,1,11
1406,1831-12-11,0,0,0
1407,1831-12-12,1,2,12
1408,1831-12-14,2,4,24
1409,1831-12-17,2,11,31
1410,1831-12-18,1,7,17
1411,1831-12-20,2,9,29
1412,1831-12-23,3,8,38
1413,1831-12-27,2,5,25
1414,1832-01-02,1,1,11
1415,1832-01-03,1,1,11
1416,1832-01-04,3,5,35
1417,1832-01-05,1,1,11
1418,1832-01-07,0,0,0
1419,1832-01-10,0,0,0
1420,1832-01-15,2,4,24
1421,1832-01-16,3,16,46
1422,1832-01-21,4,16,56
1423,1832-01-25,3,12,42
1424,1832-02-01,2,2,22
1425,1832-02-02,2,6,26
1426,1832-02-03,2,4,24
1427,1832-02-04,2,9,29
1428,1832-02-10,3,6,36
1429,1832-02-13,2,5,25
1430,1832-02-14,3,3,33
1431,1832-02-15,5,9,59
1432,1832-02-16,4,9,49
1433,1832-02-17,5,13,63
1434,1832-02-18,4,12,52
1435,1832-02-19,4,12,52
1436,1832-02-20,4,9,49
1437,1832-02-21,5,10,60
1438,1832-02-22,5,18,68
1439,1832-02-23,6,16,76
1440,1832-02-24,6,10,70
1441,1832-02-25,5,10,60
1442,1832-02-28,4,12,52
1443,1832-03-03,6,12,72
1444,1832-03-05,7,16,86
1445,1832-03-06,3,9,39
1446,1832-03-08,2,8,28
1447,1832-03-09,2,6,26
1448,1832-03-12,4,9,49
1449,1832-03-13,5,9,59
1450,1832-03-15,3,13,43
1451,1832-03-16,3,11,41
1452,1832-03-21,4,4,44
1453,1832-03-29,2,9,29
1454,1832-03-30,2,9,29
1455,1832-03-31,3,8,38
1456,1832-04-01,3,5,35
1457,1832-04-03,1,4,14
1458,1832-04-06,2,5,25
1459,1832-04-07,2,7,27
1460,1832-04-08,4,11,51
1461,1832-04-09,4,9,49
1462,1832-04-13,2,3,23
1463,1832-04-14,2,2,22
1464,1832-04-15,3,7,37
1465,1832-04-16,1,3,13
1466,1832-04-17,1,4,14
1467,1832-04-18,1,3,13
1468,1832-04-19,1,3,13
1469,1832-04-20,1,2,12
1470,1832-04-22,1,2,12
1471,1832-04-23,1,1,11
1472,1832-04-26,1,2,12
1473,1832-04-28,3,8,38
1474,1832-04-29,1,6,16
1475,1832-04-30,1,6,16
1476,1832-05-03,3,7,37
1477,1832-05-04,3,5,35
1478,1832-05-05,2,4,24
1479,1832-05-07,2,7,27
1480,1832-05-08,1,6,16
1481,1832-05-09,1,6,16
1482,1832-05-11,1,6,16
1483,1832-05-12,1,11,21
1484,1832-05-14,3,12,42
1485,1832-05-15,3,10,40
1486,1832-05-16,3,18,48
1487,1832-05-17,5,12,62
1488,1832-05-18,4,9,49
1489,1832-05-20,2,9,29
1490,1832-05-21,2,7,27
1491,1832-05-23,2,8,28
1492,1832-05-24,2,8,28
1493,1832-05-26,3,9,39
1494,1832-05-27,4,10,50
1495,1832-05-28,3,5,35
1496,1832-05-29,3,4,34
1497,1832-05-30,1,1,11
1498,1832-06-01,1,2,12
1499,1832-06-02,2,2,22
1500,1832-06-03,1,2,12
1501,1832-06-05,1,5,15
1502,1832-06-06,1,6,16
1503,1832-06-07,1,9,19
1504,1832-06-08,2,7,27
1505,1832-06-11,2,5,25
1506,1832-06-24,3,6,36
1507,1832-06-25,3,8,38
1508,1832-06-29,1,3,13
1509,1832-07-03,0,0,0
1510,1832-07-04,1,1,11
1511,1832-07-06,0,0,0
1512,1832-07-07,0,0,0
1513,1832-07-08,1,2,12
1514,1832-07-09,2,5,25
1515,1832-07-10,2,6,26
1516,1832-07-12,2,5,25
1517,1832-07-13,2,5,25
1518,1832-07-14,2,8,28
1519,1832-07-15,2,3,23
1520,1832-07-18,1,2,12
1521,1832-07-21,0,0,0
1522,1832-07-22,0,0,0
1523,1832-07-23,0,0,0
1524,1832-07-24,1,1,11
1525,1832-07-26,0,0,0
1526,1832-07-27,0,0,0
1527,1832-07-28,0,0,0
1528,1832-07-29,1,2,12
1529,1832-08-01,0,0,0
1530,1832-08-02,0,0,0
1531,1832-08-03,1,3,13
1532,1832-08-04,2,3,23
1533,1832-08-05,1,4,14
1534,1832-08-06,2,2,22
1535,1832-08-07,1,1,11
1536,1832-08-08,1,2,12
1537,1832-08-09,1,2,12
1538,1832-08-10,1,3,13
1539,1832-08-11,2,2,22
1540,1832-08-12,1,1,11
1541,1832-08-13,1,5,15
1542,1832-08-15,1,6,16
1543,1832-08-16,1,4,14
1544,1832-08-17,0,0,0
1545,1832-08-18,0,0,0
1546,1832-08-19,0,0,0
1547,1832-08-20,0,0,0
1548,1832-08-21,0,0,0
1549,1832-08-22,0,0,0
1550,1832-08-23,0,0,0
1551,1832-08-24,0,0,0
1552,1832-08-25,0,0,0
1553,1832-08-26,0,0,0
1554,1832-08-27,0,0,0
1555,1832-08-28,0,0,0
1556,1832-08-30,0,0,0
1557,1832-08-31,0,0,0
1558,1832-09-01,1,3,13
1559,1832-09-05,0,0,0
1560,1832-09-06,0,0,0
1561,1832-09-07,1,3,13
1562,1832-09-08,1,2,12
1563,1832-09-09,1,3,13
1564,1832-09-10,1,5,15
1565,1832-09-11,1,5,15
1566,1832-09-12,1,5,15
1567,1832-09-13,1,3,13
1568,1832-09-14,1,4,14
1569,1832-09-15,2,4,24
1570,1832-09-18,0,0,0
1571,1832-09-19,0,0,0
1572,1832-09-20,0,0,0
1573,1832-09-21,0,0,0
1574,1832-09-22,0,0,0
1575,1832-09-23,0,0,0
1576,1832-09-24,0,0,0
1577,1832-09-25,0,0,0
1578,1832-09-26,0,0,0
1579,1832-09-27,0,0,0
1580,1832-09-28,0,0,0
1581,1832-09-29,0,0,0
1582,1832-09-30,0,0,0
1583,1832-10-01,1,3,13
1584,1832-10-02,2,8,28
1585,1832-10-03,1,6,16
1586,1832-10-04,1,4,14
1587,1832-10-05,1,2,12
1588,1832-10-08,1,3,13
1589,1832-10-09,2,6,26
1590,1832-10-10,1,5,15
1591,1832-10-11,1,7,17
1592,1832-10-14,2,9,29
1593,1832-10-15,1,3,13
1594,1832-10-16,0,0,0
1595,1832-10-20,2,3,23
1596,1832-10-21,1,3,13
1597,1832-10-22,1,2,12
1598,1832-10-23,1,6,16
1599,1832-10-24,2,7,27
1600,1832-10-26,1,1,11
1601,1832-10-27,0,0,0
1602,1832-10-30,1,5,15
1603,1832-10-31,1,9,19
1604,1832-11-04,2,5,25
1605,1832-11-05,1,4,14
1606,1832-11-06,1,3,13
1607,1832-11-10,1,2,12
1608,1832-11-15,1,3,13
1609,1832-11-18,0,0,0
1610,1832-11-20,0,0,0
1611,1832-11-21,0,0,0
1612,1832-11-22,0,0,0
1613,1832-11-23,1,1,11
1614,1832-11-24,1,1,11
1615,1832-11-26,1,1,11
1616,1832-11-27,1,1,11
1617,1832-11-28,1,1,11
1618,1832-12-01,2,4,24
1619,1832-12-03,3,12,42
1620,1832-12-07,3,15,45
1621,1832-12-08,3,7,37
1622,1832-12-12,1,1,11
1623,1832-12-15,1,5,15
1624,1832-12-16,0,0,0
1625,1832-12-18,1,3,13
1626,1832-12-19,1,1,11
1627,1832-12-23,3,5,35
1628,1832-12-24,4,13,53
1629,1832-12-27,2,12,32
1630,1833-01-02,0,0,0
1631,1833-01-03,0,0,0
1632,1833-01-04,0,0,0
1633,1833-01-05,0,0,0
1634,1833-01-06,0,0,0
1635,1833-01-10,0,0,0
1636,1833-01-11,1,2,12
1637,1833-01-12,1,6,16
1638,1833-01-13,1,3,13
1639,1833-01-14,0,0,0
1640,1833-01-18,1,4,14
1641,1833-01-19,2,5,25
1642,1833-01-20,3,9,39
1643,1833-01-25,3,6,36
1644,1833-01-26,2,10,30
1645,1833-01-30,0,0,0
1646,1833-01-31,0,0,0
1647,1833-02-01,0,0,0
1648,1833-02-02,0,0,0
1649,1833-02-05,0,0,0
1650,1833-02-06,0,0,0
1651,1833-02-07,0,0,0
1652,1833-02-08,0,0,0
1653,1833-02-09,0,0,0
1654,1833-02-12,2,2,22
1655,1833-02-15,2,3,23
1656,1833-02-16,2,12,32
1657,1833-02-17,2,10,30
1658,1833-02-18,2,9,29
1659,1833-02-20,2,9,29
1660,1833-02-25,1,6,16
1661,1833-02-26,2,3,23
1662,1833-02-28,0,0,0
1663,1833-03-01,0,0,0
1664,1833-03-02,0,0,0
1665,1833-03-05,0,0,0
1666,1833-03-06,0,0,0
1667,1833-03-11,2,3,23
1668,1833-03-12,2,7,27
1669,1833-03-20,1,1,11
1670,1833-03-21,1,1,11
1671,1833-03-24,0,0,0
1672,1833-03-25,0,0,0
1673,1833-03-26,1,2,12
1674,1833-03-27,2,6,26
1675,1833-03-28,2,5,25
1676,1833-04-01,1,1,11
1677,1833-04-03,0,0,0
1678,1833-04-05,0,0,0
1679,1833-04-06,0,0,0
1680,1833-04-07,0,0,0
1681,1833-04-08,0,0,0
1682,1833-04-09,0,0,0
1683,1833-04-10,0,0,0
1684,1833-04-12,0,0,0
1685,1833-04-13,0,0,0
1686,1833-04-14,0,0,0
1687,1833-04-15,1,3,13
1688,1833-04-17,0,0,0
1689,1833-04-18,0,0,0
1690,1833-04-20,0,0,0
1691,1833-04-21,0,0,0
1692,1833-04-22,1,2,12
1693,1833-04-24,0,0,0
1694,1833-04-25,0,0,0
1695,1833-04-26,0,0,0
1696,1833-04-27,0,0,0
1697,1833-04-29,1,2,12
1698,1833-05-01,1,5,15
1699,1833-05-02,1,2,12
1700,1833-05-03,1,4,14
1701,1833-05-04,1,3,13
1702,1833-05-05,1,3,13
1703,1833-05-06,1,2,12
1704,1833-05-07,1,5,15
1705,1833-05-10,0,0,0
1706,1833-05-11,0,0,0
1707,1833-05-12,0,0,0
1708,1833-05-13,0,0,0
1709,1833-05-14,0,0,0
1710,1833-05-15,0,0,0
1711,1833-05-17,1,1,11
1712,1833-05-19,1,1,11
1713,1833-05-20,1,4,14
1714,1833-05-23,2,6,26
1715,1833-05-24,2,6,26
1716,1833-05-25,2,6,26
1717,1833-05-30,0,0,0
1718,1833-05-31,0,0,0
1719,1833-06-01,0,0,0
1720,1833-06-02,0,0,0
1721,1833-06-03,0,0,0
1722,1833-06-05,0,0,0
1723,1833-06-06,0,0,0
1724,1833-06-07,0,0,0
1725,1833-06-08,0,0,0
1726,1833-06-09,0,0,0
1727,1833-06-10,0,0,0
1728,1833-06-11,0,0,0
1729,1833-06-13,0,0,0
1730,1833-06-14,0,0,0
1731,1833-06-15,0,0,0
1732,1833-06-16,0,0,0
1733,1833-06-17,0,0,0
1734,1833-06-18,0,0,0
1735,1833-06-19,0,0,0
1736,1833-06-20,0,0,0
1737,1833-06-21,0,0,0
1738,1833-06-22,1,2,12
1739,1833-06-24,0,0,0
1740,1833-06-25,0,0,0
1741,1833-06-26,0,0,0
1742,1833-06-27,0,0,0
1743,1833-06-28,0,0,0
1744,1833-06-29,0,0,0
1745,1833-06-30,0,0,0
1746,1833-07-05,0,0,0
1747,1833-07-06,0,0,0
1748,1833-07-07,0,0,0
1749,1833-07-08,0,0,0
1750,1833-07-09,1,1,11
1751,1833-07-13,1,2,12
1752,1833-07-15,1,2,12
1753,1833-07-18,1,1,11
1754,1833-07-19,2,5,25
1755,1833-07-20,2,8,28
1756,1833-07-23,0,0,0
1757,1833-07-24,0,0,0
1758,1833-07-26,0,0,0
1759,1833-07-27,0,0,0
1760,1833-07-28,0,0,0
1761,1833-07-29,0,0,0
1762,1833-07-30,0,0,0
1763,1833-08-01,0,0,0
1764,1833-08-02,0,0,0
1765,1833-08-03,0,0,0
1766,1833-08-04,1,2,12
1767,1833-08-09,1,4,14
1768,1833-08-10,0,0,0
1769,1833-08-11,0,0,0
1770,1833-08-12,0,0,0
1771,1833-08-14,0,0,0
1772,1833-08-15,0,0,0
1773,1833-08-17,0,0,0
1774,1833-08-18,0,0,0
1775,1833-08-19,0,0,0
1776,1833-08-21,0,0,0
1777,1833-08-22,1,5,15
1778,1833-08-23,1,6,16
1779,1833-08-30,0,0,0
1780,1833-08-31,0,0,0
1781,1833-09-01,0,0,0
1782,1833-09-02,0,0,0
1783,1833-09-03,0,0,0
1784,1833-09-05,1,3,13
1785,1833-09-06,0,0,0
1786,1833-09-07,0,0,0
1787,1833-09-08,0,0,0
1788,1833-09-09,0,0,0
1789,1833-09-11,2,3,23
1790,1833-09-14,1,3,13
1791,1833-09-30,0,0,0
1792,1833-10-01,0,0,0
1793,1833-10-02,0,0,0
1794,1833-10-03,0,0,0
1795,1833-10-04,0,0,0
